i_ano_compt;i_mes_compt;i_desc_complex_proc;i_desc_estab_cnes;i_desc_proc_realizado;i_qtd;id
2023;2;Média complexidade;5717515 - HRSM;0201010224 - BIOPSIA DE GANGLIO LINFATICO;1;58497
2023;2;Média complexidade;5717515 - HRSM;0201010330 - BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO) ;1;58498
2023;2;Média complexidade;5717515 - HRSM;0201010372 - BIOPSIA DE PELE E PARTES MOLES;2;58499
2023;2;Média complexidade;5717515 - HRSM;0201010526 - BIÓPSIA DOS TECIDOS MOLES DA BOCA ;4;58500
2023;2;Média complexidade;5717515 - HRSM;0201010569 - BIOPSIA/EXERESE DE NÓDULO DE MAMA ;1;58501
2023;2;Média complexidade;5717515 - HRSM;0201010666 - BIOPSIA DO COLO UTERINO ;1;58502
2023;2;Média complexidade;5717515 - HRSM;0402010035 - TIREOIDECTOMIA PARCIAL;3;58503
2023;2;Média complexidade;5717515 - HRSM;0402010043 - TIREOIDECTOMIA TOTAL;6;58504
2023;2;Média complexidade;5717515 - HRSM;0403020069 - MICRONEURORRAFIA;1;58505
2023;2;Média complexidade;5717515 - HRSM;0403020123 - TRATAMENTO CIRURGICO DE SINDROME COMPRESSIVA EM TUNEL OSTEO-FIBROSO AO NIVEL DO CARPO ;8;58506
2023;2;Média complexidade;5717515 - HRSM;0404010121 - EXERESE DE TUMOR DE VIAS AEREAS SUPERIORES, FACE E PESCOCO;2;58507
2023;2;Média complexidade;5717515 - HRSM;0404010318 - RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;1;58508
2023;2;Média complexidade;5717515 - HRSM;0404010466 - PAROTIDECTOMIA PARCIAL OU SUBTOTAL;2;58509
2023;2;Média complexidade;5717515 - HRSM;0404020054 - DRENAGEM DE ABSCESSO DA BOCA E ANEXOS ;2;58510
2023;2;Média complexidade;5717515 - HRSM;0404020070 - RESSECÇÃO DE GLÂNDULA SALIVAR ;2;58511
2023;2;Média complexidade;5717515 - HRSM;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA ;2;58512
2023;2;Média complexidade;5717515 - HRSM;0404020518 - OSTEOSSÍNTESE DE FRATURA COMPLEXA DA MAXILA ;1;58513
2023;2;Média complexidade;5717515 - HRSM;0404020526 - OSTEOSSINTESE DE FRATURA DO COMPLEXO ÓRBITO-ZIGOMÁTICO-MAXILAR;3;58514
2023;2;Média complexidade;5717515 - HRSM;0404020534 - OSTEOSSÍNTESE DE FRATURA DO COMPLEXO NASO-ÓRBITO-ETMOIDAL ;1;58515
2023;2;Média complexidade;5717515 - HRSM;0404020623 - RETIRADA DE MATERIAL DE SÍNTESE ÓSSEA / DENTÁRIA;2;58516
2023;2;Média complexidade;5717515 - HRSM;0404020658 - TRATAMENTO CIRÚRGICO DE OSTEOMA, ODONTOMA /OUTRAS LESÕES ESPECIFICADAS;2;58517
2023;2;Média complexidade;5717515 - HRSM;0404020704 - OSTEOSSÍNTESE DA FRATURA DO OSSO ZIGOMÁTICO ;1;58518
2023;2;Média complexidade;5717515 - HRSM;0404020771 - RESSECÇÃO DE LESÃO DA BOCA;1;58519
2023;2;Média complexidade;5717515 - HRSM;0406020280 - LINFADENECTOMIA RETROPERITONIAL ;1;58520
2023;2;Média complexidade;5717515 - HRSM;0406020540 - TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DO ABDÔMEN;2;58521
2023;2;Média complexidade;5717515 - HRSM;0407010190 - GASTRORRAFIA;2;58522
2023;2;Média complexidade;5717515 - HRSM;0407010211 - GASTROSTOMIA;1;58523
2023;2;Média complexidade;5717515 - HRSM;0407020039 - APENDICECTOMIA;11;58524
2023;2;Média complexidade;5717515 - HRSM;0407020047 - APENDICECTOMIA VIDEOLAPAROSCOPICA ;1;58525
2023;2;Média complexidade;5717515 - HRSM;0407020063 - COLECTOMIA PARCIAL (HEMICOLECTOMIA) ;6;58526
2023;2;Média complexidade;5717515 - HRSM;0407020071 - COLECTOMIA TOTAL;1;58527
2023;2;Média complexidade;5717515 - HRSM;0407020101 - COLOSTOMIA;1;58528
2023;2;Média complexidade;5717515 - HRSM;0407020136 - DRENAGEM DE ABSCESSO ANU-RETAL;2;58529
2023;2;Média complexidade;5717515 - HRSM;0407020179 - ENTERECTOMIA;1;58530
2023;2;Média complexidade;5717515 - HRSM;0407020187 - ENTEROANASTOMOSE (QUALQUER SEGMENTO);2;58531
2023;2;Média complexidade;5717515 - HRSM;0407020209 - ENTEROTOMIA E/OU ENTERORRAFIA C/ SUTURA / RESSECCAO (QUALQUER SEGMENTO) ;2;58532
2023;2;Média complexidade;5717515 - HRSM;0407020241 - FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO);1;58533
2023;2;Média complexidade;5717515 - HRSM;0407020276 - FISTULECTOMIA / FISTULOTOMIA ANAL ;1;58534
2023;2;Média complexidade;5717515 - HRSM;0407020306 - JEJUNOSTOMIA / ILEOSTOMIA ;4;58535
2023;2;Média complexidade;5717515 - HRSM;0407020403 - RETOSSIGMOIDECTOMIA ABDOMINAL ;2;58536
2023;2;Média complexidade;5717515 - HRSM;0407030018 - ANASTOMOSE BILEO-DIGESTIVA;3;58537
2023;2;Média complexidade;5717515 - HRSM;0407030026 - COLECISTECTOMIA ;2;58538
2023;2;Média complexidade;5717515 - HRSM;0407030034 - COLECISTECTOMIA VIDEOLAPAROSCOPICA;25;58539
2023;2;Média complexidade;5717515 - HRSM;0407030123 - ESPLENECTOMIA ;1;58540
2023;2;Média complexidade;5717515 - HRSM;0407030140 - HEPATORRAFIA;1;58541
2023;2;Média complexidade;5717515 - HRSM;0407040030 - DRENAGEM DE HEMATOMA / ABSCESSO PRE-PERITONEAL;1;58542
2023;2;Média complexidade;5717515 - HRSM;0407040064 - HERNIOPLASTIA EPIGASTRICA ;4;58543
2023;2;Média complexidade;5717515 - HRSM;0407040080 - HERNIOPLASTIA INCISIONAL;4;58544
2023;2;Média complexidade;5717515 - HRSM;0407040099 - HERNIOPLASTIA INGUINAL (BILATERAL);2;58545
2023;2;Média complexidade;5717515 - HRSM;0407040102 - HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL);4;58546
2023;2;Média complexidade;5717515 - HRSM;0407040129 - HERNIOPLASTIA UMBILICAL ;11;58547
2023;2;Média complexidade;5717515 - HRSM;0407040161 - LAPAROTOMIA EXPLORADORA ;3;58548
2023;2;Média complexidade;5717515 - HRSM;0407040188 - LIBERACAO DE ADERENCIAS INTESTINAIS ;8;58549
2023;2;Média complexidade;5717515 - HRSM;0407040196 - PARACENTESE ABDOMINAL ;2;58550
2023;2;Média complexidade;5717515 - HRSM;0407040200 - PERITONIOSTOMIA C/ TELA INORGANICA;4;58551
2023;2;Média complexidade;5717515 - HRSM;0407040226 - REPARACAO DE OUTRAS HERNIAS ;1;58552
2023;2;Média complexidade;5717515 - HRSM;0407040242 - RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERACAO);3;58553
2023;2;Média complexidade;5717515 - HRSM;0407040250 - TRATAMENTO CIRURGICO DE PERITONITE;2;58554
2023;2;Média complexidade;5717515 - HRSM;0408010142 - REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS) ;9;58555
2023;2;Média complexidade;5717515 - HRSM;0408010150 - TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA;2;58556
2023;2;Média complexidade;5717515 - HRSM;0408010185 - TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR;3;58557
2023;2;Média complexidade;5717515 - HRSM;0408010215 - TRATAMENTO CIRURGICO DE LUXACAO RECIDIVANTE / HABITUAL DE ARTICULACAO ESCAPULO-UMERAL ;1;58558
2023;2;Média complexidade;5717515 - HRSM;0408020121 - REALINHAMENTO DE MECANISMO EXTENSOR DOS DEDOS DA MÃO;1;58559
2023;2;Média complexidade;5717515 - HRSM;0408020148 - RECONSTRUÇÃO DE POLIA TENDINOSA DOS DEDOS DA MÃO;2;58560
2023;2;Média complexidade;5717515 - HRSM;0408020210 - REDUÇÃO INCRUENTA DE FRATURA DOS METACARPIANOS;1;58561
2023;2;Média complexidade;5717515 - HRSM;0408020245 - REDUÇÃO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXACAO NO PUNHO;1;58562
2023;2;Média complexidade;5717515 - HRSM;0408020270 - REIMPLANTE OU REVASCULARIZAÇÃO AO NÍVEL DA MÃO E OUTROS DEDOS (EXCETO POLEGAR);1;58563
2023;2;Média complexidade;5717515 - HRSM;0408020326 - TRATAMENTO CIRÚRGICO DE DEDO EM GATILHO ;6;58564
2023;2;Média complexidade;5717515 - HRSM;0408020334 - TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO;3;58565
2023;2;Média complexidade;5717515 - HRSM;0408020342 - TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO) ;3;58566
2023;2;Média complexidade;5717515 - HRSM;0408020377 - TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS ;2;58567
2023;2;Média complexidade;5717515 - HRSM;0408020385 - TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA SUPRACONDILIANA DO ÚMERO;3;58568
2023;2;Média complexidade;5717515 - HRSM;0408020393 - TRATAMENTO CIRÚGICO DE FRATURA DA DIÁFISE DO ÚMERO;1;58569
2023;2;Média complexidade;5717515 - HRSM;0408020407 - TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO ;4;58570
2023;2;Média complexidade;5717515 - HRSM;0408020415 - TRATAMENTO CIRÚRGICO DE FRATURA DE EXTREMIDADES / METÁFISE PROXIMAL DOS OSSOS DO ANTEBRAÇO;2;58571
2023;2;Média complexidade;5717515 - HRSM;0408020423 - TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE);2;58572
2023;2;Média complexidade;5717515 - HRSM;0408020431 - TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA ;10;58573
2023;2;Média complexidade;5717515 - HRSM;0408020440 - TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO;1;58574
2023;2;Média complexidade;5717515 - HRSM;0408020482 - TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO ;1;58575
2023;2;Média complexidade;5717515 - HRSM;0408020539 - TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA;1;58576
2023;2;Média complexidade;5717515 - HRSM;0408020547 - TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO;1;58577
2023;2;Média complexidade;5717515 - HRSM;0408020644 - TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO;2;58578
2023;2;Média complexidade;5717515 - HRSM;0408040050 - ARTROPLASTIA PARCIAL DE QUADRIL ;2;58579
2023;2;Média complexidade;5717515 - HRSM;0408040084 - ARTROPLASTIA TOTAL PRIMÁRIA DO QUADRIL CIMENTADA;1;58580
2023;2;Média complexidade;5717515 - HRSM;0408040190 - REDUÇÃO INCRUENTA DE LUXAÇÃO COXOFEMORAL TRAUMÁTICA / PÓS-ARTROPLASTIA;1;58581
2023;2;Média complexidade;5717515 - HRSM;0408050012 - AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES;7;58582
2023;2;Média complexidade;5717515 - HRSM;0408050080 - FASCIOTOMIA DE MEMBROS INFERIORES ;1;58583
2023;2;Média complexidade;5717515 - HRSM;0408050136 - RECONSTRUCAO DE TENDAO PATELAR / TENDAO QUADRICIPITAL ;1;58584
2023;2;Média complexidade;5717515 - HRSM;0408050209 - REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DOS METATARSIANOS;1;58585
2023;2;Média complexidade;5717515 - HRSM;0408050292 - REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO TARSO-METATARSICA ;1;58586
2023;2;Média complexidade;5717515 - HRSM;0408050462 - TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS ;1;58587
2023;2;Média complexidade;5717515 - HRSM;0408050489 - TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE);1;58588
2023;2;Média complexidade;5717515 - HRSM;0408050497 - TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO;4;58589
2023;2;Média complexidade;5717515 - HRSM;0408050500 - TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA ;3;58590
2023;2;Média complexidade;5717515 - HRSM;0408050519 - TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR ;2;58591
2023;2;Média complexidade;5717515 - HRSM;0408050527 - TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA ;1;58592
2023;2;Média complexidade;5717515 - HRSM;0408050535 - TRATAMENTO CIRÚRGICO DE FRATURA DO CALCÂNEO ;1;58593
2023;2;Média complexidade;5717515 - HRSM;0408050543 - TRATAMENTO CIRÚRGICO DE FRATURA DO PILÃO TIBIAL ;2;58594
2023;2;Média complexidade;5717515 - HRSM;0408050551 - TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL;1;58595
2023;2;Média complexidade;5717515 - HRSM;0408050578 - TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR;2;58596
2023;2;Média complexidade;5717515 - HRSM;0408050586 - TRATAMENTO CIRÚRGICO DE FRATURA INTERCONDILEANA / DOS CÔNDILOS DO FÊMUR ;2;58597
2023;2;Média complexidade;5717515 - HRSM;0408050608 - TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA DISTAL DE TÍBIA ;1;58598
2023;2;Média complexidade;5717515 - HRSM;0408050616 - TRATAMENTO CIRÚRGICO DE FRATURA SUBTROCANTERIANA;1;58599
2023;2;Média complexidade;5717515 - HRSM;0408050632 - TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA;3;58600
2023;2;Média complexidade;5717515 - HRSM;0408050683 - TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO AO NÍVEL DO JOELHO;2;58601
2023;2;Média complexidade;5717515 - HRSM;0408050713 - TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO TARSO-METATARSICA ;1;58602
2023;2;Média complexidade;5717515 - HRSM;0408050896 - TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL ;1;58603
2023;2;Média complexidade;5717515 - HRSM;0408060042 - AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO;2;58604
2023;2;Média complexidade;5717515 - HRSM;0408060050 - ARTRODESE DE PEQUENAS ARTICULAÇÕES;2;58605
2023;2;Média complexidade;5717515 - HRSM;0408060085 - BURSECTOMIA ;1;58606
2023;2;Média complexidade;5717515 - HRSM;0408060123 - EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE MÉDIAS / GRANDES ARTICULAÇÕES ;1;58607
2023;2;Média complexidade;5717515 - HRSM;0408060212 - RESSECÇÃO DE CISTO SINOVIAL ;1;58608
2023;2;Média complexidade;5717515 - HRSM;0408060310 - RESSECÇÃO SIMPLES DE TUMOR ÓSSEO / DE PARTES MOLES;1;58609
2023;2;Média complexidade;5717515 - HRSM;0408060344 - RETIRADA DE ESPAÇADORES / OUTROS MATERIAIS;1;58610
2023;2;Média complexidade;5717515 - HRSM;0408060352 - RETIRADA DE FIO OU PINO INTRA-ÓSSEO ;1;58611
2023;2;Média complexidade;5717515 - HRSM;0408060379 - RETIRADA DE PLACA E/OU PARAFUSOS;4;58612
2023;2;Média complexidade;5717515 - HRSM;0408060433 - TENODESE;1;58613
2023;2;Média complexidade;5717515 - HRSM;0408060450 - TENOMIORRAFIA ;6;58614
2023;2;Média complexidade;5717515 - HRSM;0408060476 - TENOPLASTIA OU ENXERTO DE TENDÃO UNICO;8;58615
2023;2;Média complexidade;5717515 - HRSM;0408060484 - TENORRAFIA ÚNICA EM TÚNEL OSTEO-FIBROSO ;2;58616
2023;2;Média complexidade;5717515 - HRSM;0409010170 - INSTALACAO ENDOSCOPICA DE CATETER DUPLO J ;17;58617
2023;2;Média complexidade;5717515 - HRSM;0409010189 - LITOTRIPSIA ;6;58618
2023;2;Média complexidade;5717515 - HRSM;0409010200 - NEFRECTOMIA PARCIAL ;2;58619
2023;2;Média complexidade;5717515 - HRSM;0409010219 - NEFRECTOMIA TOTAL ;1;58620
2023;2;Média complexidade;5717515 - HRSM;0409010430 - TRATAMENTO CIRURGICO DE CISTOCELE ;1;58621
2023;2;Média complexidade;5717515 - HRSM;0409010561 - URETEROLITOTOMIA;6;58622
2023;2;Média complexidade;5717515 - HRSM;0409010596 - URETEROLITOTRIPSIA TRANSURETEROSCÓPICA;5;58623
2023;2;Média complexidade;5717515 - HRSM;0409040010 - DRENAGEM DE ABSCESSO DA BOLSA ESCROTAL;1;58624
2023;2;Média complexidade;5717515 - HRSM;0409040126 - ORQUIDOPEXIA BILATERAL;1;58625
2023;2;Média complexidade;5717515 - HRSM;0409040215 - TRATAMENTO CIRURGICO DE HIDROCELE ;1;58626
2023;2;Média complexidade;5717515 - HRSM;0409040223 - TRATAMENTO CIRURGICO DE TORCAO DO TESTICULO / DO CORDAO ESPERMATICO ;2;58627
2023;2;Média complexidade;5717515 - HRSM;0409050083 - POSTECTOMIA ;1;58628
2023;2;Média complexidade;5717515 - HRSM;0409060011 - CERCLAGEM DE COLO DO UTERO;1;58629
2023;2;Média complexidade;5717515 - HRSM;0409060046 - CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO ;2;58630
2023;2;Média complexidade;5717515 - HRSM;0409060070 - ESVAZIAMENTO DE UTERO POS-ABORTO POR ASPIRACAO MANUAL INTRA-UTERINA (AMIU);12;58631
2023;2;Média complexidade;5717515 - HRSM;0409060100 - HISTERECTOMIA (POR VIA VAGINAL) ;1;58632
2023;2;Média complexidade;5717515 - HRSM;0409060135 - HISTERECTOMIA TOTAL ;8;58633
2023;2;Média complexidade;5717515 - HRSM;0409060194 - MIOMECTOMIA ;2;58634
2023;2;Média complexidade;5717515 - HRSM;0409060216 - OOFORECTOMIA / OOFOROPLASTIA;4;58635
2023;2;Média complexidade;5717515 - HRSM;0409060232 - SALPINGECTOMIA UNI / BILATERAL;6;58636
2023;2;Média complexidade;5717515 - HRSM;0409070050 - COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;3;58637
2023;2;Média complexidade;5717515 - HRSM;0409070157 - EXERESE DE GLANDULA DE BARTHOLIN / SKENE;1;58638
2023;2;Média complexidade;5717515 - HRSM;0410010014 - DRENAGEM DE ABSCESSO DE MAMA;2;58639
2023;2;Média complexidade;5717515 - HRSM;0410010057 - MASTECTOMIA RADICAL C/ LINFADENECTOMIA;1;58640
2023;2;Média complexidade;5717515 - HRSM;0410010073 - PLASTICA MAMARIA FEMININA NAO ESTETICA;1;58641
2023;2;Média complexidade;5717515 - HRSM;0410010111 - SETORECTOMIA / QUADRANTECTOMIA;1;58642
2023;2;Média complexidade;5717515 - HRSM;0410010120 - SETORECTOMIA / QUADRANTECTOMIA C/ ESVAZIAMENTO GANGLIONAR ;1;58643
2023;2;Média complexidade;5717515 - HRSM;0411010026 - PARTO CESARIANO EM GESTACAO DE ALTO RISCO ;49;58644
2023;2;Média complexidade;5717515 - HRSM;0411010034 - PARTO CESARIANO ;114;58645
2023;2;Média complexidade;5717515 - HRSM;0411010042 - PARTO CESARIANO C/ LAQUEADURA TUBARIA ;9;58646
2023;2;Média complexidade;5717515 - HRSM;0411010077 - SUTURA DE LACERACOES DE TRAJETO PELVICO ;53;58647
2023;2;Média complexidade;5717515 - HRSM;0411020013 - CURETAGEM POS-ABORTAMENTO / PUERPERAL ;8;58648
2023;2;Média complexidade;5717515 - HRSM;0411020048 - TRATAMENTO CIRURGICO DE GRAVIDEZ ECTOPICA ;4;58649
2023;2;Média complexidade;5717515 - HRSM;0412010127 - TRAQUEOSTOMIA COM COLOCAÇÃO DE ORTESE TRAQUEAL OU TRAQUEOBRONQUICA;6;58650
2023;2;Média complexidade;5717515 - HRSM;0412040166 - TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA ;1;58651
2023;2;Média complexidade;5717515 - HRSM;0412040174 - TORACOTOMIA EXPLORADORA ;1;58652
2023;2;Média complexidade;5717515 - HRSM;0412050170 - TORACOCENTESE/DRENAGEM DE PLEURA;1;58653
2023;2;Média complexidade;5717515 - HRSM;0413040178 - TRATAMENTO CIRURGICO DE LESOES EXTENSAS C/ PERDA DE SUBSTANCIA CUTANEA;2;58654
2023;2;Média complexidade;5717515 - HRSM;0413040194 - TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DO COTOVELO;1;58655
2023;2;Média complexidade;5717515 - HRSM;0414020120 - EXODONTIA DE DENTE DECÍDUO;3;58656
2023;2;Média complexidade;5717515 - HRSM;0414020138 - EXODONTIA DE DENTE PERMANENTE ;21;58657
2023;2;Média complexidade;5717515 - HRSM;0414020413 - TRATAMENTO ODONTOLOGICO PARA PACIENTES COM NECESSIDADES ESPECIAIS ;2;58658
2023;2;Média complexidade;5717515 - HRSM;0415040027 - DEBRIDAMENTO DE FASCEITE NECROTIZANTE ;6;58659
2023;2;Média complexidade;5717515 - HRSM;0415040035 - DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS;2;58660
2023;2;Média complexidade;5717515 - HRSM;0418010056 - IMPLANTE DE CATETER DUPLO LUMEN NA IRA (INCLUI CATETER) ;24;58661
2023;2;Média complexidade;6243495 - Home Hosp. Ort. Med. Esp.;0412010127 - TRAQUEOSTOMIA COM COLOCAÇÃO DE ORTESE TRAQUEAL OU TRAQUEOBRONQUICA;2;58662
2023;2;Alta complexidade;6876617 - HCB;0201010631 - PUNÇÃO LOMBAR ;43;58663
2023;2;Alta complexidade;6876617 - HCB;0403010012 - CRANIOPLASTIA ;12;58664
2023;2;Alta complexidade;6876617 - HCB;0403010020 - CRANIOTOMIA DESCOMPRESSIVA;4;58665
2023;2;Alta complexidade;6876617 - HCB;0403010039 - CRANIOTOMIA DESCOMPRESSIVA DA FOSSA POSTERIOR ;3;58666
2023;2;Alta complexidade;6876617 - HCB;0403010098 - DERIVACAO VENTRICULAR EXTERNAR-SUBGALEAL EXTERNA;1;58667
2023;2;Alta complexidade;6876617 - HCB;0403010101 - DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE ;1;58668
2023;2;Alta complexidade;6876617 - HCB;0403010110 - DESCOMPRESSAO DE ORBITA POR DOENÇA OU TRAUMA;1;58669
2023;2;Alta complexidade;6876617 - HCB;0403010128 - MICROCIRURGIA CEREBRAL ENDOSCOPICA;7;58670
2023;2;Alta complexidade;6876617 - HCB;0403010144 - RECONSTRUCAO CRANIANA / CRANIO-FACIAL ;1;58671
2023;2;Alta complexidade;6876617 - HCB;0403010160 - RETIRADA DE DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE ;1;58672
2023;2;Alta complexidade;6876617 - HCB;0403010187 - REVISAO DE DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE;1;58673
2023;2;Alta complexidade;6876617 - HCB;0403010209 - TRATAMENTO CIRURGICO DE CRANIOSSINOSTOSE COM SUTURA UNICA ;3;58674
2023;2;Alta complexidade;6876617 - HCB;0403010217 - TRATAMENTO CIRÚRGICO DE CRANIOSSINOSTOSE COMPLEXA ;1;58675
2023;2;Alta complexidade;6876617 - HCB;0403010225 - TRATAMENTO CIRURGICO DE DISRAFISMO ABERTO ;2;58676
2023;2;Alta complexidade;6876617 - HCB;0403010233 - TRATAMENTO CIRURGICO DE DISRAFISMO OCULTO ;1;58677
2023;2;Alta complexidade;6876617 - HCB;0403010241 - TRATAMENTO CIRURGICO DE FISTULA LIQUORICA CRANIANA;6;58678
2023;2;Alta complexidade;6876617 - HCB;0403010250 - TRATAMENTO CIRURGICO DE FISTULA LIQUORICA RAQUIDIANA;3;58679
2023;2;Alta complexidade;6876617 - HCB;0403010330 - TRATAMENTO CIRURGICO DE PLATIBASIA E MALFORMACAO DE ARNOLD CHIARI ;1;58680
2023;2;Alta complexidade;6876617 - HCB;0403010349 - TREPANACAO CRANIANA PARA PROPEDEUTICA NEUROCIRURGICA / IMPLANTE PARA MONITORIZACAO PIC;7;58681
2023;2;Alta complexidade;6876617 - HCB;0403010357 - TREPANAÇÃO CRANIANA PARA PUNÇÃO OU BIÓPSIA (COM TÉCNICA COMPLEMENTAR) ;1;58682
2023;2;Alta complexidade;6876617 - HCB;0403010365 - TREPANAÇÃO CRANIANA PARA PUNÇÃO OU BIÓPSIA;6;58683
2023;2;Alta complexidade;6876617 - HCB;0403010390 - DRENAGEM LIQUÓRICA LOMBAR EXTERNA ;1;58684
2023;2;Alta complexidade;6876617 - HCB;0403020018 - ENXERTO MICROCIRURGICO DE NERVO PERIFERICO (2 OU MAIS NERVOS) ;1;58685
2023;2;Alta complexidade;6876617 - HCB;0403020050 - MICRONEUROLISE DE NERVO PERIFERICO;1;58686
2023;2;Alta complexidade;6876617 - HCB;0403020069 - MICRONEURORRAFIA;1;58687
2023;2;Alta complexidade;6876617 - HCB;0403020085 - NEURORRAFIA ;1;58688
2023;2;Alta complexidade;6876617 - HCB;0403030056 - CRANIECTOMIA POR TUMOR OSSEO;1;58689
2023;2;Alta complexidade;6876617 - HCB;0403030102 - MICROCIRURGIA DE TUMOR MEDULAR;1;58690
2023;2;Alta complexidade;6876617 - HCB;0403030145 - MICROCIRURGIA PARA TUMOR INTRACRANIANO;1;58691
2023;2;Alta complexidade;6876617 - HCB;0403030153 - MICROCIRURGIA PARA TUMOR INTRACRANIANO (COM TECNICA COMPLEMENTAR) ;2;58692
2023;2;Alta complexidade;6876617 - HCB;0403050162 - TRATAMENTO ABLATIVO POR ESTEREOTAXIA EM ESTRUTURA PROFUNDA DE SNC PARA TRATATAMENTO DE MOVIMENTOS ANORMAIS OU CONTROLE DA DOR ;1;58693
2023;2;Alta complexidade;6876617 - HCB;0404020135 - EXPLORAÇÃO/ DESCOMPRESSÃO TOTAL / PARCIAL DO NERVO FACIAL ;1;58694
2023;2;Alta complexidade;6876617 - HCB;0404020690 - OSTEOTOMIA CRÂNIO-FACIAL;3;58695
2023;2;Alta complexidade;6876617 - HCB;0405040091 - EXERESE DE TUMOR MALIGNO INTRA-OCULAR ;1;58696
2023;2;Alta complexidade;6876617 - HCB;0406020078 - IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL) ;5;58697
2023;2;Alta complexidade;6876617 - HCB;0406020612 - IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO ESPECIAL);1;58698
